Bin, X, Count
553, 0.0015346286019972258, 27.0
554, 0.0015373986897264627, 28.0
555, 0.0015401687774556996, 29.0
556, 0.0015429388651849363, 29.0
557, 0.0015457089529141732, 27.0
558, 0.00154847904064341, 25.0
559, 0.001551249128372647, 20.0
560, 0.0015540192161018838, 26.0
561, 0.0015567893038311207, 35.0
562, 0.0015595593915603576, 37.0
563, 0.0015623294792895944, 26.0
564, 0.0015650995670188313, 34.0
565, 0.0015678696547480682, 28.0
566, 0.001570639742477305, 36.0
567, 0.001573409830206542, 33.0
568, 0.0015761799179357789, 28.0
569, 0.0015789500056650157, 29.0
570, 0.0015817200933942526, 25.0
571, 0.0015844901811234895, 26.0
572, 0.0015872602688527264, 30.0
573, 0.001590030356581963, 24.0
574, 0.0015928004443112, 29.0
575, 0.0015955705320404368, 19.0
576, 0.0015983406197696737, 25.0
577, 0.0016011107074989106, 24.0
578, 0.0016038807952281475, 37.0
579, 0.0016066508829573843, 24.0
580, 0.0016094209706866212, 25.0
581, 0.001612191058415858, 26.0
582, 0.001614961146145095, 29.0
583, 0.0016177312338743319, 32.0
584, 0.0016205013216035687, 27.0
585, 0.0016232714093328056, 21.0
586, 0.0016260414970620425, 26.0
587, 0.0016288115847912794, 28.0
588, 0.0016315816725205163, 32.0
589, 0.0016343517602497532, 37.0
590, 0.00163712184797899, 29.0
591, 0.0016398919357082267, 32.0
592, 0.0016426620234374636, 32.0
593, 0.0016454321111667005, 21.0
594, 0.0016482021988959374, 33.0
595, 0.0016509722866251742, 14.0
596, 0.0016537423743544111, 22.0
597, 0.001656512462083648, 22.0
598, 0.0016592825498128849, 27.0
599, 0.0016620526375421218, 23.0
600, 0.0016648227252713586, 26.0
601, 0.0016675928130005955, 15.0
602, 0.0016703629007298324, 19.0
603, 0.0016731329884590693, 22.0
604, 0.0016759030761883062, 22.0
605, 0.001678673163917543, 20.0
606, 0.00168144325164678, 21.0
607, 0.0016842133393760168, 26.0
608, 0.0016869834271052537, 24.0
609, 0.0016897535148344904, 24.0
610, 0.0016925236025637272, 23.0
611, 0.0016952936902929641, 26.0
612, 0.001698063778022201, 19.0
613, 0.0017008338657514379, 31.0
614, 0.0017036039534806748, 26.0
615, 0.0017063740412099117, 21.0
616, 0.0017091441289391485, 25.0
617, 0.0017119142166683854, 27.0
618, 0.0017146843043976223, 18.0
619, 0.0017174543921268592, 17.0
620, 0.001720224479856096, 30.0
621, 0.001722994567585333, 24.0
622, 0.0017257646553145698, 32.0
623, 0.0017285347430438067, 19.0
624, 0.0017313048307730436, 23.0
625, 0.0017340749185022805, 35.0
626, 0.0017368450062315171, 23.0
627, 0.001739615093960754, 28.0
628, 0.001742385181689991, 17.0
629, 0.0017451552694192278, 23.0
630, 0.0017479253571484647, 22.0
631, 0.0017506954448777015, 31.0
632, 0.0017534655326069384, 19.0
633, 0.0017562356203361753, 19.0
634, 0.0017590057080654122, 38.0
635, 0.001761775795794649, 37.0
636, 0.001764545883523886, 13.0
637, 0.0017673159712531228, 26.0
638, 0.0017700860589823597, 25.0
639, 0.0017728561467115966, 23.0
640, 0.0017756262344408335, 24.0
641, 0.0017783963221700704, 22.0
642, 0.0017811664098993072, 26.0
643, 0.0017839364976285441, 28.0
644, 0.0017867065853577808, 27.0
645, 0.0017894766730870177, 21.0
646, 0.0017922467608162546, 28.0
647, 0.0017950168485454914, 17.0
648, 0.0017977869362747283, 23.0
649, 0.0018005570240039652, 19.0
650, 0.001803327111733202, 27.0
651, 0.001806097199462439, 18.0
652, 0.0018088672871916758, 22.0
653, 0.0018116373749209127, 25.0
654, 0.0018144074626501496, 23.0
655, 0.0018171775503793865, 24.0
656, 0.0018199476381086234, 17.0
657, 0.0018227177258378603, 23.0
658, 0.0018254878135670971, 21.0
659, 0.001828257901296334, 22.0
660, 0.001831027989025571, 24.0
661, 0.0018337980767548078, 21.0
662, 0.0018365681644840445, 24.0
663, 0.0018393382522132813, 28.0
664, 0.0018421083399425182, 25.0
665, 0.001844878427671755, 29.0
666, 0.001847648515400992, 31.0
667, 0.0018504186031302289, 21.0
668, 0.0018531886908594657, 28.0
669, 0.0018559587785887026, 20.0
670, 0.0018587288663179395, 33.0
671, 0.0018614989540471764, 32.0
672, 0.0018642690417764133, 28.0
673, 0.0018670391295056502, 24.0
674, 0.001869809217234887, 21.0
675, 0.001872579304964124, 20.0
676, 0.0018753493926933608, 28.0
677, 0.0018781194804225977, 29.0
678, 0.0018808895681518346, 20.0
679, 0.0018836596558810712, 20.0
680, 0.0018864297436103081, 25.0
681, 0.001889199831339545, 25.0
682, 0.0018919699190687819, 24.0
683, 0.0018947400067980188, 23.0
684, 0.0018975100945272556, 26.0
685, 0.0019002801822564925, 30.0
686, 0.0019030502699857294, 14.0
687, 0.0019058203577149663, 26.0
688, 0.0019085904454442032, 36.0
689, 0.00191136053317344, 27.0
690, 0.001914130620902677, 29.0
691, 0.0019169007086319138, 21.0
692, 0.0019196707963611507, 28.0
693, 0.0019224408840903876, 22.0
694, 0.0019252109718196245, 24.0
695, 0.0019279810595488613, 15.0
696, 0.0019307511472780982, 23.0
697, 0.0019335212350073349, 34.0
698, 0.0019362913227365718, 20.0
699, 0.0019390614104658086, 28.0
700, 0.0019418314981950455, 23.0
701, 0.0019446015859242824, 18.0
702, 0.0019473716736535193, 24.0
703, 0.0019501417613827562, 21.0
704, 0.001952911849111993, 22.0
705, 0.00195568193684123, 27.0
706, 0.0019584520245704666, 23.0
707, 0.0019612221122997037, 33.0
708, 0.0019639922000289404, 25.0
709, 0.0019667622877581775, 30.0
710, 0.001969532375487414, 18.0
711, 0.0019723024632166512, 31.0
712, 0.001975072550945888, 36.0
713, 0.001977842638675125, 17.0
714, 0.0019806127264043617, 27.0
715, 0.0019833828141335988, 17.0
716, 0.0019861529018628354, 23.0
717, 0.0019889229895920725, 26.0
718, 0.001991693077321309, 17.0
719, 0.0019944631650505463, 26.0
720, 0.001997233252779783, 25.0
721, 0.00200000334050902, 16.0
722, 0.0020027734282382567, 34.0
723, 0.0020055435159674934, 26.0
724, 0.0020083136036967305, 15.0
725, 0.002011083691425967, 21.0
726, 0.0020138537791552042, 30.0
727, 0.002016623866884441, 18.0
728, 0.002019393954613678, 28.0
729, 0.0020221640423429147, 25.0
730, 0.0020249341300721518, 24.0
731, 0.0020277042178013884, 22.0
732, 0.0020304743055306255, 23.0
733, 0.002033244393259862, 25.0
734, 0.0020360144809890993, 24.0
735, 0.002038784568718336, 17.0
736, 0.002041554656447573, 14.0
737, 0.0020443247441768097, 17.0
738, 0.002047094831906047, 26.0
739, 0.0020498649196352835, 30.0
740, 0.0020526350073645206, 22.0
741, 0.0020554050950937573, 21.0
742, 0.002058175182822994, 25.0
743, 0.002060945270552231, 23.0
744, 0.0020637153582814677, 15.0
745, 0.0020664854460107048, 22.0
746, 0.0020692555337399414, 21.0
747, 0.0020720256214691785, 26.0
748, 0.002074795709198415, 40.0
749, 0.0020775657969276523, 37.0
750, 0.002080335884656889, 28.0
751, 0.002083105972386126, 30.0
752, 0.0020858760601153627, 31.0
753, 0.0020886461478446, 18.0
754, 0.0020914162355738365, 24.0
755, 0.0020941863233030736, 22.0
